gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted
CNAG_06347	17232.594534843774	2.597230335232809	0.7106342651151387	3.654805942705281	2.5737658053349955e-4	0.008634856862750132
CNAG_01560	38.38897483964553	2.3831130974984776	0.5360917571504963	4.445345532200506	8.77507129254408e-6	5.455840197208369e-4
CNAG_00588	1588.585647840024	2.290681070783922	0.5190815574302056	4.412950215616014	1.0197145130598099e-5	6.225770500005704e-4
CNAG_01562	1008.3095528234255	2.1641746462102054	0.5429836235496335	3.9857088728798113	6.727896267716222e-5	0.0029800622879943032
CNAG_01500	7.129820021675892	2.0473468882848027	0.5164531621585765	3.9642450434956706	7.362859089526957e-5	0.0031782226783263813
CNAG_01965	22.795947949010472	1.9884779892088444	0.3667040514831985	5.422568911268088	5.8748554571927276e-8	7.806646163410806e-6
CNAG_02984	26.024629562301584	1.8262676016470814	0.46872625051773337	3.896234955114783	9.769961455504787e-5	0.003964732262512332
CNAG_02942	195.00241484900596	1.8068603079163514	0.5251044829688831	3.4409538796937356	5.796673288000284e-4	0.016492806719210783
CNAG_00765	350.3909873662808	1.7582084241237648	0.333655702109009	5.26952907746003	1.3677420387706736e-7	1.5710487791099753e-5
CNAG_06541	1528.2810733718252	1.753215143170214	0.34046236514136313	5.149512318174324	2.6116462256404477e-7	2.6416606673381066e-5
CNAG_04657	103.26158815208778	1.7527298678238166	0.4128158239189982	4.245791382666894	2.1782322984513947e-5	0.0011904742166617018
CNAG_01275	178.43336053961374	1.723279258366713	0.31233274951890544	5.5174465726732995	3.439606037853515e-8	4.8562937746944316e-6
CNAG_04098	215.98067331917017	1.6172506809253748	0.2568307367832848	6.2969514520764704	3.0355629908897935e-10	6.857336796420044e-8
CNAG_01539	592.4838808654846	1.601092154986345	0.3507128124883714	4.565251390806923	4.988961215120634e-6	3.450019403558422e-4
CNAG_01056	123.77754694891307	1.596682582161109	0.27416946505636236	5.823706815173131	5.75565105372936e-9	9.287154093124732e-7
CNAG_07913	6.192282292252446	1.5622801361413736	0.4796288169512007	3.2572691233861497	0.001124897260211802	0.026843058917096412
CNAG_01524	269.40955007897037	1.5558380972726438	0.3166018839687036	4.914178266312653	8.915560113707771e-7	7.648196315265514e-5
CNAG_00315	138.83747427342908	1.4827420050286964	0.4619992823472801	3.2094032646443256	0.001330107955793271	0.030147630824117047
CNAG_00400	560.043373739495	1.4480612725756818	0.42297970563809334	3.4234769500139115	6.182549486883801e-4	0.017385534386975734
CNAG_06698	206.0455971271631	1.389704169436196	0.3779456415292432	3.6769948287091676	2.3599782287034573e-4	0.008036971083378558
CNAG_01735	2189.000672720641	1.345908766961491	0.38490749461509394	3.496707094018512	4.710387187769304e-4	0.01427288378143989
CNAG_00827	26.204607671590228	1.31277945424028	0.32937085909301095	3.985718280771052	6.727629673800716e-5	0.0029800622879943032
CNAG_06396	268.8527760095996	1.309170413201666	0.394571000123012	3.3179590309311053	9.067778363709991e-4	0.02276012369291208
CNAG_05077	221.589825369462	1.2673890981649276	0.4028008996396591	3.146440584662842	0.0016527083690614788	0.03489222622158767
CNAG_03492	3140.4133425918967	1.1952321387575824	0.3586390005725696	3.3326886837443395	8.60111263261148e-4	0.021915980665388288
CNAG_01621	13183.611183371095	1.1372581446228587	0.2166444948778186	5.249420924654653	1.5257807699909446e-7	1.723369379704772e-5
CNAG_07491	526.524329223085	1.1013754329677918	0.19285138618329037	5.7110060485695415	1.1231025396268611e-8	1.7700618397793577e-6
CNAG_00399	653.1238617303864	1.0917336199317609	0.22867047677513389	4.774265726507981	1.8036410494328517e-6	1.4213110920937718e-4
CNAG_01995	66.41435171852126	1.0898967270306192	0.32524894917368946	3.3509615628261185	8.053147949839142e-4	0.020990839867715334
CNAG_04978	153.13612834167157	1.0663916050029696	0.23001588546558396	4.636165032012661	3.549326259767219e-6	2.614541745917657e-4
CNAG_05833	38.779124478248114	1.0579761184121315	0.3098601031058776	3.4143670250139513	6.39303917853814e-4	0.017756404308587288
CNAG_07594	445.2693082393783	1.051895697871709	0.28477411658148466	3.6937896972484214	2.2093654418620768e-4	0.0077179740203604606
CNAG_04291	391.71215033399625	1.0164002948715563	0.2667122795361283	3.810849266630323	1.384901955658023e-4	0.005156857446974957
