term_ID	description	frequency	plot_X	plot_Y	log_size	value	uniqueness	dispensability
GO:0003774	cytoskeletal motor activity	0.349850443462148	-6.78352898380836	-3.42227886232317	5.00537358471606	-1.50740606540025	1	0
GO:0003777	microtubule motor activity	0.149990205334815	-3.86560800237561	-6.32493209017934	4.63755977136121	-2.00200841580482	1	0
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	1.61340890182159	-6.30218372937901	1.30512314511105	5.66923224534367	-3.98096254319235	0.866700971194356	0
GO:0005215	transporter activity	9.11750118515621	-4.62466534353733	6.28788655094078	6.4213628594402	-4.58417012933865	1	0
GO:0008017	microtubule binding	0.297302384379843	6.14881471547123	2.7965721130075	4.93469030642185	-2.54632672027717	0.895342317098208	0
GO:0046915	transition metal ion transmembrane transporter activity	0.190464685247424	6.06352569871144	-2.36141450843536	4.74130920889957	-2.24015880280296	0.837488043972659	0
GO:0016209	antioxidant activity	0.725261352041138	-1.78304349866931	6.52976976599921	5.32198347085718	-1.50740606540025	0.93760134497076	0.00973414
GO:0047131	saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity	0.00250525040012304	2.01778045310865	5.56475984947594	2.86093662070009	-1.40815513388225	0.908418951505956	0.02250997
GO:0050032	L-rhamnonate dehydratase activity	0.00291645701752255	0.503776586225476	0.534311247546342	2.92685670894969	-1.40815513388225	0.943012357996937	0.02274478
GO:0051998	protein carboxyl O-methyltransferase activity	0.0840070930722639	0.345031320866889	-6.0386077018907	4.38582068707189	-2.06291519859005	0.761870711841627	0.02956391
GO:0005537	mannose binding	0.00653783966487283	-5.50400289019306	-5.02095115875242	3.2771506139638	-1.40815513388225	0.991923746759858	0.03517644
GO:0016491	oxidoreductase activity	12.8868214602721	-3.56114412141904	-3.41114388000459	6.57163279451014	-1.3387910688665	0.960868165512089	0.05365751
GO:0004099	chitin deacetylase activity	0.00587092473077111	-5.67924744538851	3.59280904509037	3.23044892137827	-1.40815513388225	0.944779980454243	0.18544744
GO:0004352	glutamate dehydrogenase (NAD+) activity	0.0230033819498195	2.30080697126927	6.63722016101146	3.82334379082065	-1.40815513388225	0.934486585213703	0.18816523
GO:0003979	UDP-glucose 6-dehydrogenase activity	0.037734254302543	1.36638574031315	6.7392433330586	4.03826240710478	-1.40815513388225	0.932895693655277	0.21955202
GO:0030144	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity	0.00380452509039375	1.80341232370933	-6.32100676350302	3.04218159451577	-1.40815513388225	0.884437819045096	0.23338804
GO:0140103	catalytic activity, acting on a glycoprotein	0.0303359907071451	-1.15825007389159	-6.83045357897414	3.9434945159061	-1.40815513388225	0.923437077912834	0.26530264
GO:0016798	hydrolase activity, acting on glycosyl bonds	2.10602060739502	-6.14720918449672	2.3424467993745	5.78495019542463	-3.52295751441866	0.9200094102239	0.32202895
GO:0048040	UDP-glucuronate decarboxylase activity	0.0205776084589417	-0.219532501310607	0.0327548595532311	3.77495468908014	-1.40815513388225	0.94534533519703	0.33704136
GO:0005520	insulin-like growth factor binding	0.0208125836688843	6.12288145685057	2.222433441838	3.77988496319264	-1.40815513388225	0.922031351316566	0.41241152
GO:0004731	purine-nucleoside phosphorylase activity	0.0723965532868661	2.7620533951868	-5.78506274249071	4.32122548541718	-1.40815513388225	0.886910210270599	0.41485787
GO:0019838	growth factor binding	0.0398766753343723	5.80386765251001	3.22139814148956	4.06224344102648	-1.40815513388225	0.919093322154935	0.43206398
GO:0008869	galactonate dehydratase activity	0.00633396411506971	0.726517588165486	-0.0214705036071666	3.263399331334	-1.40815513388225	0.941449547658274	0.45454315
GO:0022857	transmembrane transporter activity	9.00077033858165	6.38046446739242	-2.11107862568977	6.41576671362888	-4.83194934365235	0.854286706871812	0.50202574
GO:0008171	O-methyltransferase activity	0.274281724841057	0.975735560373235	-5.03699479559472	4.89968920969211	-1.3407796776939	0.842595765883661	0.53482058
GO:0008092	cytoskeletal protein binding	0.901755378850358	5.78360038549628	2.6784951358038	5.41657727212062	-1.32305792806242	0.903021696333569	0.56006293
GO:0015299	solute:proton antiporter activity	0.179997921851599	6.24885985916931	-2.61031244504757	4.71676269473954	-1.68749283384701	0.818244751121774	0.59981678
GO:0103025	alpha-amylase activity (releasing maltohexaose)	0.0239225496828301	-6.4480067048726	0.498036612825634	3.84035705920336	-2.06291519859005	0.891196659724995	0.6063526
GO:0032542	sulfiredoxin activity	0.00268148180757998	-0.532950149794747	6.3077804115105804	2.89042101880091	-1.40815513388225	0.897217260550635	0.60841148
GO:0004556	alpha-amylase activity	0.0267906294512468	-6.69052828714919	0.868008273175608	3.88952579667119	-2.06291519859005	0.89053263232423	0.61191117
GO:0004130	cytochrome-c peroxidase activity	0.00316525429863822	-0.460554143636964	6.64803211947139	2.96236933567002	-1.40815513388225	0.896460646335502	0.6150127
GO:0016160	amylase activity	0.0339573733544954	-6.08619356695118	0.798843604068257	3.99246514780804	-2.06291519859005	0.889121679297137	0.62388477
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity	0.0373817914876291	2.99903794700736	-5.646828067596	4.03418712079345	-1.40815513388225	0.890232730497442	0.67649481
