term_ID	description	frequency	plot_X	plot_Y	log_size	value	uniqueness	dispensability
GO:0004368	glycerol-3-phosphate dehydrogenase (quinone) activity	0.0346519324309433	4.75313510798386	3.49018271044513	4.00125763131223	-3.11677795406007	0.781666918078769	0
GO:0022857	transmembrane transporter activity	9.00077033858165	-3.27601285574652	7.00895302335184	6.41576671362888	-1.33338458930083	1	0
GO:0043021	ribonucleoprotein complex binding	0.30401299993438	-0.649152235408521	5.0936750234502	4.94438395764084	-2.31220209834683	0.994716580102645	0
GO:0045735	nutrient reservoir activity	0.0136838504613617	2.73820516605904	-0.573622126040393	3.59780484240429	-2.64765130119371	1	0
GO:0070773	protein-N-terminal glutamine amidohydrolase activity	0.0058329140350451	6.60310824567167	-1.78980233807495	3.22762964957101	-1.55689678516416	0.938897483011957	0.01870394
GO:0016861	intramolecular oxidoreductase activity, interconverting aldoses and ketoses	0.308553550314741	-3.002525632333	-5.69005873455125	4.95082227798782	-2.80886467732482	0.815360863548075	0.02410262
GO:0016830	carbon-carbon lyase activity	1.06212250411837	2.89267269257212	-5.38756819211641	5.48766289005346	-2.21733629217179	0.844381497824962	0.03209176
GO:0016782	transferase activity, transferring sulphur-containing groups	0.556289987467874	-6.07159200865694	2.35371633047009	5.20679080735971	-1.71732244821014	0.894808394633196	0.03403441
GO:0016853	isomerase activity	2.51613182565406	-6.79176684175925	-3.55763260361118	5.86222085384865	-1.87379970253764	0.947512662463093	0.04027753
GO:0019825	oxygen binding	0.0793594216403115	-1.28640399304696	7.48784294257001	4.3611042704003	-1.55689678516416	0.995036544524425	0.0420261
GO:0016829	lyase activity	3.64764458257915	0.812405507655672	7.61729226670905	6.02349979296737	-1.30484906493633	0.945682105071235	0.04738337
GO:0044877	protein-containing complex binding	0.703740387224633	-0.068279867168245	-0.470304499567276	5.30890147451342	-1.46740558277832	0.994550381311256	0.05055619
GO:0016491	oxidoreductase activity	12.8868214602721	7.31468708869276	0.499538427290084	6.57163279451014	-1.30395629395132	0.938664167388	0.0618235
GO:0008260	3-oxoacid CoA-transferase activity	0.00924351009700571	-6.35778363264379	0.195833157104623	3.42748610909579	-1.55689678516416	0.869011379463941	0.1655361
GO:0102752	1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)	0.026956494305324	-5.36844250813323	4.05619671648519	3.89220594597577	-1.55689678516416	0.889970921052611	0.17874782
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	0.0335012450057833	-3.89426931949859	2.25446902592158	3.98659260682221	-1.55689678516416	0.896307477938352	0.18169275
GO:0008941	nitric oxide dioxygenase activity	0.0143542209132567	3.59497636222418	5.08751337475168	3.61857102812013	-1.55689678516416	0.868836005386817	0.2122824
GO:0051213	dioxygenase activity	0.62981649507314	3.79376881433584	3.95488068591948	5.26070327992093	-1.3843591398744	0.860800333981586	0.27386407
GO:0042085	5-methyltetrahydropteroyltri-L-glutamate-dependent methyltransferase activity	0.0335012450057833	-3.91803047013216	1.68183076092687	3.98659260682221	-1.55689678516416	0.896307477938352	0.43382691
